nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Anne,France,0,2019-12-29,"Super emplacement, personnel très sympa et bon petit déjeuner. Chambre un peu petite",Emplacement et personnel,Taille de la chambre,"9,2",Hôtel,Bordeaux," 8,1 "
Dan,France,0,2019-12-22,Bien ,"Personnel très gentil
 Hôtel propre et jolie. Emplacement incroyable.",Chambre single . Minuscule. Je ne sais même pas comment on peut donner 3 étoiles a une chambre comme ça. Lit 1 place et 1 m de passage a côté. C est tout.,"7,9",Hôtel,Bordeaux," 8,1 "
Stéphanie,France,0,2019-12-16,Très bien,"La gentillesse et le sourire du personnel 
La situation géographique en plein centre 
La literie très confortable","Le’manque de luminosité dans la salle de bain 
Et il manque une glace pour se voir de plein pied","8,0",Hôtel,Bordeaux," 8,1 "
Lilia,France,0,2019-12-10,Fabuleux ,"L'équipe très agréable. Nous sommes arrivées tardivement dans la nuit entre 1h et 2h.
Petit déjeuner de qualité, avec un choix varié et du bio.",None,"9,0",Hôtel,Bordeaux," 8,1 "
Kriska,France,0,2019-12-09,Très bien,"Le confort été de rigueur. 
Un accueil chaleureux et agreable de la part du personnel",Quelques remontées d'égouts dans la soiree.,"8,3",Hôtel,Bordeaux," 8,1 "
Phuong,France,0,2019-12-09,Bien (:,"Ce que j’ai aimé dans cet établissement et la prise en charge du réceptionniste à l’accueil très gentil et surtout compréhensif. Les dames de chambres très gentilles et efficaces (: 
Ensuite l’hôtel est super bien placé !","Le bruit, malheureusement .... 😒","8,8",Hôtel,Bordeaux," 8,1 "
Anthony,France,0,2019-12-09,Fabuleux ,"Très bon accueil, super emplacement et literie très confortable",Insonorisation moyenne,"9,2",Hôtel,Bordeaux," 8,1 "
Imane,Maroc,0,2019-12-02,Très bien,Notre chambre était spacieuse en comparaison aux hôtels que l’on peut trouver dans le quartier . L’emplacement était parfait . Restos et shopping tout était à proximité,"Le bruit . L’isolation des chambre fait qu’on entendait les voisins bruyant , les bruits de couloir , des portes qui s’ouvrent et se ferment ... à éviter en cas de sommeil léger","8,0",Hôtel,Bordeaux," 8,1 "
Christophe,France,0,2019-11-24,Très belle ville ou il fait bon de deembuler dans les zones piétonnes,Emplacement génial,"Pour un 3 étoiles et le prix manqué la petite bouteille d'eau et la bouilloire pour un petit thé
Dans la chambre","7,0",Hôtel,Bordeaux," 8,1 "
Cendrine,France,0,2019-11-20,Bien ,"Le personnel très sympathique et aux petits soins
Le dejeuner",L'odeur dans la salle de bain,"7,9",Hôtel,Bordeaux," 8,1 "
Isabelle,France,0,2019-11-16,Séjour sympathique.,"Le petit déjeuner était complet. J'ai particulièrement apprécié le pudding...
L'emplacement est idéal.",Des explications sur le système de chauffage de la chambre.,"7,0",Hôtel,Bordeaux," 8,1 "
Habib,France,0,2019-11-13,Superbe,Accueil et gentillesse du personnel parfait,Chambre très petite,"8,8",Hôtel,Bordeaux," 8,1 "
Nathalie,La Réunion,0,2019-11-11,Très bon emplacement,L’emplacement,Très petite chambre,"7,9",Hôtel,Bordeaux," 8,1 "
Jean-mary,France,0,2019-11-10,Bien ,Plein centre ville,"Pas accessible en voiture. Pas de cafetière, d eau , de table de chevet dans la chambre.
Plus de charcuterie au petit dejeuner","7,9",Hôtel,Bordeaux," 8,1 "
Theo,France,0,2019-11-02,Très bon rapport qualité prix,"Chambre grande et confortable. Décoration sympa. Préférez les chambres ne donnant pas sur la rue principale car un peu bruyante.
Personnel très sympa et attentionné.
Petit déjeuner très agréable ( gâteau maison, produits de qualité)",None,"9,2",Hôtel,Bordeaux," 8,1 "
Karine76,France,0,2019-10-31,Bien ,Emplacement idyllique !!!,"Odeurs désagréables (égouts) dans la salle de bain.
Chambre un peu petite.
Manque une poubelle dans la chambre.","7,1",Hôtel,Bordeaux," 8,1 "
Blasquiz,France,0,2019-10-30,Super accueil,"Nous avons adoré l’accueil et la gentillesse du personnel. L’hôtel est propre et les chambres spacieuses. L’emplacement est juste parfait ! 
Nous allons dans cet hôtel à chaque fois que nous allons sur bordeaux.",L’isolation entre les chambres.,"9,2",Hôtel,Bordeaux," 8,1 "
Yannick,France,0,2019-10-28,en plein centre,"literie
savon douche","manque de serviette, 
table fixée au mur pas droite
chambre à rafraîchir
tv trop petite","7,1",Hôtel,Bordeaux," 8,1 "
Marie-paule,None,0,2019-10-17,Très bien,La gentillesse du personnel,La gentillesse du personnel,"8,3",Hôtel,Bordeaux," 8,1 "
Guy,France,0,2019-10-14,Bien ,"Emplacement, nous cherchions un hôtel correct pour dormir et petit déjeuner. L'hôtel répondait bien à cette demande","Entre les photos rénovés de l'hôtel et l'état actuel, le temps à un peu passé... Un vrai Hôtel de ville, sans vue cela nous nous en doutions), l'isolation vers l'extérieure et vers les couloirs un peu light.","7,5",Hôtel,Bordeaux," 8,1 "
Nathalie,France,0,2019-10-11,Très bien,"La situation géographique, hôtel propre , personnel accueillant",None,"8,8",Hôtel,Bordeaux," 8,1 "
Corinne,France,0,2019-10-07,Un petit hotel calme et bien placé.,L'emplacement est topissime. On descend directement au cœur du centre-ville. Tout est à portée de main. L'hôtel est calme. On n'entend pas les bruits de rue et on y dort bien.,"Un plateau de courtoisie serai le bienvenu pour un petit thė au couché. La porte de la douche manquante, le rideau qui l'a remplacée m'a un peu rebuté. Moins hygiénique qu'une porte de douche en verre !","7,9",Hôtel,Bordeaux," 8,1 "
Emilie,France,0,2019-09-24,Mitigée !,"Le petit déjeuner, la salle du petit déjeuner, le personnel très agréable, la literie.","La chambre et la salle de bain sont d’une petitesse ! Côté finitions, peu mieux faire (des plinthes complètement défoncées, des trous dans le mur...). Pas de lumière naturelle dans la SDB. Le tout laisse un avis mitigé !","7,5",Hôtel,Bordeaux," 8,1 "
Stephanie,France,0,2019-09-16,Week-end au top !,"Établissement propre, calme et très bien situé. La chambre était spacieuse et confortable. Nous avons passé un séjour très agréable. Nous y reviendrons avec plaisir.",None,"9,6",Hôtel,Bordeaux," 8,1 "
Cedric,France,0,2019-09-16,Bonne étape pour le travail,"La situation au coeur de Bordeaux avec une bonne isolation
Literie confortable",Pas de parking très proche et il faut passer par la réception pour obtenir une réduction...sauf que l'accessibilité à l'hôtel est galère...sans doute faudrait-il transmettre au client dès lors que sa réservation est définitive le bon de réduction par mail ou sms..,"8,3",Hôtel,Bordeaux," 8,1 "
Jacques,France,0,2019-09-07,Très bien,Emplacement idéal,None,"8,3",Hôtel,Bordeaux," 8,1 "
Patricia,France,0,2019-09-04,"bon séjour à Bordeaux,ville hyper animée","Hôtel dans les rues piétonnes , près de la rue sainte Catherine avec tous les commerces et restaurants
Impossible d’y aller en voiture mais parking payant pas très loin et réduction par l hôtel 
Très bon accueil, hôtel ouvert 24/24
Petit déjeuner BIO , bien garni",Juste un peu bruyant où était situé notre chambre,"9,2",Hôtel,Bordeaux," 8,1 "
Stephanie,France,0,2019-09-03,Hotel bien situé & décoration sympa,"Emplacement
Balcon
Décoration
Petit-déjeuner","Literie à changer (lit trop mou)
Certaines lampes ne fonctionnaient pas dans la chambre et la salle de bain, nous l'avons signalé mais elles n'ont pas été changées
1 seul table de nuit
Salle de bain un peu étroite et sans porte
Bruit de la rue (clients du Mac Donald)
Jeune homme peu souriant au petit déjeuner
Ménage non fait sous les toilettes","7,9",Hôtel,Bordeaux," 8,1 "
Flovac,France,0,2019-09-01,Superbe,"Le petit déjeuner tout bio. L accueil du personnel, excellent : gentillesse et professionnalisme.",Pas assez de luminosité dabs la chambre.,"8,8",Hôtel,Bordeaux," 8,1 "
Ducas,France,0,2019-08-25,Très bien,"Très propre, déco originale, climatisation, ascenseur, bonne literie. TV, calme.","Pas de bouteilles d’eau ni de cafetière dans les chambres, aucunes portes de séparation entre la douche les toilettes et la chambre..... pas d’intimité !","8,3",Hôtel,Bordeaux," 8,1 "
Henriette,France,0,2019-08-22,Fabuleux ,"petit dejeuner correcte,personnel tres attentif et de bon conseil concernant les emplacements de parking.","place de parking excentre, hotel inaccessible en voiture, difficile pour les personnes a mobilité réduite.","9,2",Hôtel,Bordeaux," 8,1 "
Frédérique,Monaco,0,2019-08-21,Très bien,"Qualité prix très satisfaisant,propre les chambres sont grande spacieuses","Les chambres sont très mal insonorisées, la salle de bain est ouverte dans la chambre , ce qui laisse très peu de place à l intimité","8,3",Hôtel,Bordeaux," 8,1 "
Martial,France,0,2019-08-20,Bien ,"Nous étions dans une chambre prestige.
La chambre était assez spacieuse et moderne, elle était agréable.
Et l’emplacement géographique est top!","La salle de bain est ouverte donc difficile d’avoir de l’intimité et surtout de ne pas faire de bruit. 
La literie était dure et l’insonorisation très mauvaise, on entend parfaitement ce qu’il se dit dans le couloir. 
Le petit déjeuner est trop onéreux.","7,5",Hôtel,Bordeaux," 8,1 "
Lee,France,0,2019-08-16,Parfait pour une nuit en ville,Emplacement parfait.,La chambre est petite et la clim trop froide ne se réglait pas.,"8,3",Hôtel,Bordeaux," 8,1 "
Hervé,France,0,2019-08-12,"Un excellent petit moment de tourisme dans ma prore ville, un excellent séjour, merci!","La petite surprise du matin!! Grand réveil collectif, ça sentait bon le pain grillé. Assez rigolo comme petit moment.
Le personnel est d'une grande gentillesse, souriante, professionnel. Merci pour cet accueil.","Un moustique, mais je lui ai réglé son compte! Désolé pour la petite tâche sur le mûr, j'allais me ruiner taxe de séjour, paix ait son âme.","9,2",Hôtel,Bordeaux," 8,1 "
Marie-christine,France,0,2019-08-08,Bien ,Chambre très calme pour un hôtel situé en hyper centre,Plus d'oreiller,"7,9",Hôtel,Bordeaux," 8,1 "
Olivier,France,0,2019-08-08,Bien ,Attention chambre 101 bruyante à cause du local lingerie des 5h00 du matin,Attention chambre 101 bruyante à cause du local lingerie des 5h00 du matin,"7,1",Hôtel,Bordeaux," 8,1 "
Vincent,France,0,2019-07-30,Exceptionnel,"Propreté impeccable, personnel très accueillant, hôtel très bien situé pour une visite de la ville à pied.",None,"9,6",Hôtel,Bordeaux," 8,1 "
Pierre,France,0,2019-07-29,Un bon séjour,"L'emplacement pour faire nos achats et profiter de la ville, et le personnel de l'hôtel","Très bruyant la nuit du samedi ,un vitrage isolant phonique aurait été parfait","8,3",Hôtel,Bordeaux," 8,1 "
Bénédicte,France,0,2019-07-25,Agréable,Le manque de beurre salé,Le manque de beurre salé,"9,2",Hôtel,Bordeaux," 8,1 "
Elizabeth,France,0,2019-07-24,Localisation idéale !,"Au cœur de Bordeaux, parfait pour tout faire à pieds ! L’hôtel est propre, le lit confortable, et le personnel sympa.",None,"8,8",Hôtel,Bordeaux," 8,1 "
Aude,France,0,2019-07-22,Superbe,"L’emplacement, a un pas de la place de la Comédie et quasiment direct sur la rue ste Catherine.
Chambre spacieuse, très propre, et calme.
De plus, il y a 24/24h une personne a l’accueil.
Bonne literie.
Nous n’avons pas testé le petit déjeuner mais la salle est superbe, parquet magnifique et belle hauteur de plafond.",La moquette des étages paraît un peu fatiguée,"8,8",Hôtel,Bordeaux," 8,1 "
Pauline,France,0,2019-07-19,Exceptionnel,"Rien à dire, tout était très bien, l'emplacement, le confort, la gentillesse du personnel, la taille de la chambre, le confort du lit...",None,"9,6",Hôtel,Bordeaux," 8,1 "
Audrey,France,0,2019-07-18,Accueil personnalisé et emplacement de rêve,"L'accueil et la disponibilité du personnel, l'emplacement idéal en plein centre de Bordeaux et les facilités des transports",Le manque de poubelle dans la chambre et le carrelage fissuré,"9,6",Hôtel,Bordeaux," 8,1 "
Annie,Canada,0,2019-07-17,Très bien,La localisation,L'hôtel est un peu défraîchi.,"8,3",Hôtel,Bordeaux," 8,1 "
Sandrine,Belgique,0,2019-07-15,Fabuleux ,Le bruit extérieur,Le bruit extérieur,"9,2",Hôtel,Bordeaux," 8,1 "
Olivia,France,0,2019-07-13,Très bon séjour,La proximité avec le centre ville,Forcément un peu bruyant vu la localisation !,"8,8",Hôtel,Bordeaux," 8,1 "
Jean,Suisse,0,2019-07-12,"Beau séjour, belle ville. Juste nickel pour nous","Excellent buffet, trés fourni et varié","Bruyant fenêtres ouvertes (mais centre ville, donc normal) et odeur de cuisine (MCDo) dans la ruelle arrière de l'hôtel","8,3",Hôtel,Bordeaux," 8,1 "
Julien,France,0,2019-07-05,Superbe,Excellent accueil par l'ensemble du personnel! La chambre était un peu petite (c'était annoncé) mais l'hôtel est idéalement situé au coeur de Bordeaux.,Le petit déjeuner est très bien mais il pourrait y avoir quelques fruits de saison. Écoulement du lavabo défectueux dans la salle de bain.,"8,8",Hôtel,Bordeaux," 8,1 "
Lucie,France,0,2019-07-02,Bon séjour d'une nuit à l'hôtel de la Presse,L'emplacement et l'amabilité du personnel,La taille de la salle de bain très petite.,"8,3",Hôtel,Bordeaux," 8,1 "
Yan,Suisse,0,2019-07-02,Très bien,"Idéal pour son emplacement, facile pour visiter les lieux touristiques",Un peu de bruit depuis l’au Chambre,"7,5",Hôtel,Bordeaux," 8,1 "
Odile,France,0,2019-06-29,Séjour court mais top!,"Petit déj très copieux, grand choix de produits bio comme indiqué ds les commentaires.
La responsable ainsi que le personnel rencontré ont été à l'écoute, serviables!
La déco est surprenante et originale!
La chambre très bien!",juste l'écran TV sur le passage au pied du lit pas trop pratique,"9,6",Hôtel,Bordeaux," 8,1 "
Christophe,France,0,2019-06-29,Superbe,"Emplacement 
Accueil 
Qualité dans la simplicité",Taille de la chambre,"8,8",Hôtel,Bordeaux," 8,1 "
Emmanuel,France,0,2019-06-28,Bien ,"Emplacement idéal dans une rue piétonne à deux pas des quais et de la place de la Bourse.
Partenariat avec le parking des Grands Hommes, qui fait bénéficier d'un tarif préférentiel pour le stationnement du véhicule durant le séjour (30% de réduction).","Salle d'eau très petite, (notamment l'accès aux sanitaires quand on est grand comme moi).
Etablissement très mal insonorisé...","7,1",Hôtel,Bordeaux," 8,1 "
Mathias,Suisse,0,2019-06-25,Bien ,"L’emplacement, l’accueil","Finitions, peintures rideaux de douche,","7,5",Hôtel,Bordeaux," 8,1 "
Marie,France,0,2019-06-23,Situation ideale,Situation en plein centre rue ste Catherine,Ras,"9,2",Hôtel,Bordeaux," 8,1 "
Cyril,France,0,2019-06-23,Exceptionnel,"L'accueil était parfait.
La cerise sur le gâteau la réduction sur le prix du parking souterrain.",None,"9,6",Hôtel,Bordeaux," 8,1 "
Sylvain,France,0,2019-06-22,Séjour très agréable pour un couple souhaitant visiter Bordeaux a pied.,Lits moelleux.Dejeuner simple mais bon.. Situation très pratique pour la visite de Bordeaux centre.,Éclairage chambre,"8,8",Hôtel,Bordeaux," 8,1 "
Christelle,Suisse,0,2019-06-21,Très bien,Chambre avec puit de lumière.,Chambre avec puit de lumière.,"8,3",Hôtel,Bordeaux," 8,1 "
Philippe,Suisse,0,2019-06-20,Super ville à découvrir,"Très bien accueilli
Super situation au centre ville.",La salle de bains très petite.,"7,1",Hôtel,Bordeaux," 8,1 "
Mathieu,France,0,2019-06-20,Idéalement situé,Hôtel très sympa !,None,"9,2",Hôtel,Bordeaux," 8,1 "
Sandrine,France,0,2019-06-18,Bien ,"Situation idéale pour faire du shopping, théâtre, resto..... plein centre",Côté rue bruyant. Mais normal plein centre rue marchande piétonne,"7,9",Hôtel,Bordeaux," 8,1 "
Pierre,France,0,2019-06-17,Bien ,"Le cadre, l'accueil, la propreté de la chambre, l'isolation par rapport aux bruits de la rue","La faible étanchéité au bruit de la porte, le rapport qualité/prix du petit déjeuner","7,9",Hôtel,Bordeaux," 8,1 "
Maud,France,0,2019-06-16,Bien ,L'emplacement en plein centre de Bordeaux.,Petit déjeuner qui pourrait être plus varié.,"7,5",Hôtel,Bordeaux," 8,1 "
Annick,France,0,2019-06-14,Sejour agréable,Petit déjeuner frais et copieux.,None,"9,2",Hôtel,Bordeaux," 8,1 "
Ginette,France,0,2019-06-12,Très beau séjour dans un hôtel et une ville agréable.,"Petit hôtel bien situé et propre. Personnel accueillant, beaucoup de renseignement. Petit déjeuner intéressant.",None,"7,9",Hôtel,Bordeaux," 8,1 "
Thomas,Espagne,0,2019-06-08,Bien ,Très bonne situation géographique,"Odeur emanant du lavabo de la salle de bain. Pas agreable du tout, que l’on a senti dans la chambre toute la nuit","7,1",Hôtel,Bordeaux," 8,1 "
Hélène,France,0,2019-06-03,Bien ,Propreté / emplacement,Pas de pression dans la douche / faible luminosité / mobilier abîmé / pas de porte entre la chambre et la salle de bains,"7,5",Hôtel,Bordeaux," 8,1 "
Emmanuelle,France,0,2019-06-01,Une localisation idéale mais peu de charme,Emplacement idéal en plein centre ville - chambre très correcte et literie très confortable,"Correct mais sans ""plus"" : pas de plateau de courtoisie dans les chambres, petit déjeuner absolument identique tous les jours et sans trop de saveur","7,5",Hôtel,Bordeaux," 8,1 "
Marlène,Suisse,1,2018-10-25 00:00:00,Exceptionnel,la sympathie et la disponibilité du personnel.,"Le petit-déjeuner bien mais un peu cher.
Et puis je ne comprends toujours pas comment en arrivant une demie-heure avant la fin du service des petits-déjeuners, das tous les hôtels, on doive se contenter des restes, alors qu'on paye le tarif par entier. C'est comme vous allez au restaurant et ils vous servent un demi steak ou une demie pizza sous prétexte que la cuisine ferme bientôt...
Il y a quelque chose à faire du côté des hôtels à ce sujet...",10,Hôtel,Toulouse," 8,5 "
Bulle,France,0,2020-05-23 00:00:00,Parfait,"Facile d’accès 
Parfait",Néant,10,Hôtel,Toulouse," 8,5 "
Mylène,France,0,2020-05-18 00:00:00,Bien ,La climatisation réversible ne marchait pas. Il faisait froid dans la chambre...,La climatisation réversible ne marchait pas. Il faisait froid dans la chambre...,"7,0",Hôtel,Toulouse," 8,5 "
Sabine,France,0,2020-04-02 00:00:00,"suffisant pour une nuit, doit être pratique pour une visite de la cité juste à côté!","le parking, les chambres, la situation géographique",Si on ne connaît pas le concept pour les repas du soir ... il faut deviner!,"7,0",Hôtel,Toulouse," 8,5 "
Tiffany,France,0,2020-03-15 00:00:00,Excellent,La chambre était très grande !!,"La femme de ménage qui entre dans frappé au 11h alors qu’on rendait la chambre à 12h 
Heureusement nous n’étions pas en petite tenue","8,0",Hôtel,Toulouse," 8,5 "
Stéphanie,France,0,2020-03-12 00:00:00,L'hotel idéal pour passer un séjour de qualité en famille,"Plusieurs séjours effectués dans cet établissement, toujours un personnel acceuillant, une chambre propre, une restauration de qualité. J'y reviendrai sans aucun doute.",Rien à redire...,10,Hôtel,Toulouse," 8,5 "
Christel,France,0,2020-03-09 00:00:00,Exceptionnel,"Chambres très confortables
Adoré la vue sur la cité de l'espace 
Petit déjeuner à volonté
Personnel très réactif",None,10,Hôtel,Toulouse," 8,5 "
Nicolas,France,0,2020-03-09 00:00:00,Exceptionnel,Restaurant,Ras,10,Hôtel,Toulouse," 8,5 "
Pascal,France,0,2020-03-03 00:00:00,Fabuleux ,"Personnel aimable attentif et arrangeant, petits déjeuners bons et copieux et chambre propre et spacieuse.",None,"9,0",Hôtel,Toulouse," 8,5 "
Helene,France,0,2020-02-29 00:00:00,2 nuits tranquilles pour aller visiter la cité de l'espace!,"Très bien placé, nous sommes allés à la cité de l'espace à pieds!
Le petit déjeûner était copieux, le gros plus, est le jus d'orange avec les oranges pressés directement dans le verre.
Très propre, le personnel accueillant, répondant aux questions posées avec le sourire!
Hôtel très calme et tranquille!",Rien!!!,"9,0",Hôtel,Toulouse," 8,5 "
Sylvie,France,0,2020-02-28 00:00:00,Très bien,"Personnel efficace et souriant, bon rapport qualité prix",None,"8,0",Hôtel,Toulouse," 8,5 "
Florence,France,0,2020-02-25 00:00:00,Fabuleux ,"Bonne situation.
Personnel agréable.
Calme",None,"9,0",Hôtel,Toulouse," 8,5 "
Catherine,France,0,2020-02-25 00:00:00,bien dans l'ensemble,"Hotel agréable, propre, très calme, et très proche Cité espace.","literie pas au top: matelas un peu trop ferme (question, de gout bien sur) et oreillers pas très confortables.
Salle d'eau propre, mais un peu exiguë. Lorsque l'on se douche on se cogne aisément au mitigeur, et très peu de place pour entreposer une trousse de toilette et vêtements.
Sinon hôtel très calme, et très proche Cité espace.","8,0",Hôtel,Toulouse," 8,5 "
Anne,France,0,2020-02-24 00:00:00,Fabuleux ,Pas d'automate pour les boissons chaudes ou froides,Pas d'automate pour les boissons chaudes ou froides,"9,0",Hôtel,Toulouse," 8,5 "
Frank,France,0,2020-02-23 00:00:00,Un hôtel parfais pour une étape toulousaine,"Un établissement très pratique pour une étape toulousaine. Calme, propre avec un accueil de qualité et un parking sécurisé .",Ras,"8,0",Hôtel,Toulouse," 8,5 "
Magali,France,0,2020-02-23 00:00:00,très satisfaits,très bien et bien situé pour continuer notre route en direction du sud,les prix des petits déjeuners,"8,0",Hôtel,Toulouse," 8,5 "
Annick,France,0,2020-02-22 00:00:00,séjour très agréable.,"Le personnel très agréable. le décor bien, l'emplacement parfait.
Le déjeuner très bon.
Le petit déjeuner un peu léger.
Il est vrai que nous nous sommes levés.",Rien tout était parfait,"9,0",Hôtel,Toulouse," 8,5 "
Jean-pierre,France,0,2020-02-21 00:00:00,"Sans surprise, très bien.","Satisfaits d'un premier séjour fin 2019, nous y sommes retournés et avons éprouvé la même satisfaction.",None,"8,0",Hôtel,Toulouse," 8,5 "
Derbre,France,0,2020-02-20 00:00:00,Repond à notre attente,Plus de légumes au buffet chaud,Plus de légumes au buffet chaud,"8,0",Hôtel,Toulouse," 8,5 "
Claudine,France,0,2020-02-19 00:00:00,super séjour à refaire,"la situation de l'hotel, son accueil, ses prestations, tout était ok",ras,"9,0",Hôtel,Toulouse," 8,5 "
